"TICKER"|"METRIC"|"VALUE"
"NE"|"LEAD.POLITICS.QUAL"|"44"
"PAY"|"LEAD.POLITICS.QUAL"|NA
"KOS"|"LEAD.POLITICS.QUAL"|NA
"CVA"|"LEAD.POLITICS.QUAL"|NA
"LPLA"|"LEAD.POLITICS.QUAL"|NA
"NSAM"|"LEAD.POLITICS.QUAL"|NA
"SPWR"|"LEAD.POLITICS.QUAL"|NA
"YELP"|"LEAD.POLITICS.QUAL"|NA
"SCTY"|"LEAD.POLITICS.QUAL"|NA
"PAH"|"LEAD.POLITICS.QUAL"|NA
"KBR"|"LEAD.POLITICS.QUAL"|NA
"SM"|"LEAD.POLITICS.QUAL"|NA
"DDS"|"LEAD.POLITICS.QUAL"|NA
"AGIO"|"LEAD.POLITICS.QUAL"|NA
"GRPN"|"LEAD.POLITICS.QUAL"|NA
